           rhoc              M             Mb              R              C             kl            lam
   9.787575e-05   8.085977e-02   8.088481e-02   1.976007e+01     4.0921e-03   1.946000e-02   1.130660e+10
   1.336273e-04   8.139675e-02   8.142416e-02   1.787059e+01     4.5548e-03   1.929626e-02   6.562065e+09
   1.515030e-04   8.185276e-02   8.188238e-02   1.675068e+01     4.8865e-03   1.926791e-02   4.610407e+09
   1.872545e-04   9.143304e-02   9.152097e-02   1.323055e+01     6.9108e-03   2.348856e-02   9.934322e+08
   2.230060e-04   1.154510e-01   1.157529e-01   1.092195e+01     1.0571e-02   3.689366e-02   1.863683e+08
   2.408818e-04   1.317978e-01   1.322950e-01   1.024147e+01     1.2869e-02   4.670895e-02   8.822248e+07
   2.766333e-04   1.713404e-01   1.724665e-01   9.440760e+00     1.8149e-02   6.960806e-02   2.356701e+07
   3.302605e-04   2.447298e-01   2.475900e-01   8.940331e+00     2.7374e-02   1.041196e-01   4.516214e+06
   3.481363e-04   2.723955e-01   2.760965e-01   8.861582e+00     3.0739e-02   1.144836e-01   2.781047e+06
   3.660120e-04   3.014806e-01   3.061743e-01   8.813226e+00     3.4208e-02   1.236054e-01   1.759235e+06
   3.838878e-04   3.318857e-01   3.377349e-01   8.790384e+00     3.7756e-02   1.312060e-01   1.140142e+06
   4.196393e-04   3.962726e-01   4.049708e-01   8.772214e+00     4.5174e-02   1.440513e-01   5.105071e+05
   4.375150e-04   4.300665e-01   4.404766e-01   8.780890e+00     4.8978e-02   1.485676e-01   3.514367e+05
   4.553908e-04   4.648042e-01   4.771297e-01   8.791465e+00     5.2870e-02   1.524644e-01   2.460556e+05
   4.732665e-04   5.003944e-01   5.148472e-01   8.810512e+00     5.6795e-02   1.551145e-01   1.749866e+05
   4.911423e-04   5.367471e-01   5.535449e-01   8.830481e+00     6.0783e-02   1.571398e-01   1.262607e+05
   5.090180e-04   5.737736e-01   5.931414e-01   8.850893e+00     6.4827e-02   1.585783e-01   9.233898e+04
   5.268938e-04   6.113868e-01   6.335529e-01   8.871887e+00     6.8913e-02   1.594240e-01   6.838520e+04
   5.447695e-04   6.495015e-01   6.746953e-01   8.900218e+00     7.2976e-02   1.590874e-01   5.124445e+04
   5.626453e-04   6.880345e-01   7.164927e-01   8.921060e+00     7.7125e-02   1.589200e-01   3.882564e+04
   5.805210e-04   7.269051e-01   7.588621e-01   8.942409e+00     8.1287e-02   1.582324e-01   2.972269e+04
   5.983968e-04   7.660350e-01   8.017218e-01   8.970236e+00     8.5397e-02   1.565338e-01   2.297699e+04
   6.162725e-04   8.053487e-01   8.450044e-01   8.990861e+00     8.9574e-02   1.550586e-01   1.792633e+04
   6.341483e-04   8.447736e-01   8.886291e-01   9.011341e+00     9.3746e-02   1.532176e-01   1.410791e+04
   6.520240e-04   8.842403e-01   9.325218e-01   9.031642e+00     9.7905e-02   1.510478e-01   1.119451e+04
   6.698998e-04   9.236825e-01   9.766150e-01   9.051420e+00     1.0205e-01   1.486118e-01   8.952246e+03
   6.877756e-04   9.630371e-01   1.020837e+00   9.070863e+00     1.0617e-01   1.459266e-01   7.212256e+03
   7.056513e-04   1.002244e+00   1.065127e+00   9.090154e+00     1.1026e-01   1.430100e-01   5.851444e+03
   7.235271e-04   1.041248e+00   1.109423e+00   9.101661e+00     1.1440e-01   1.404814e-01   4.779244e+03
   7.414028e-04   1.079996e+00   1.153653e+00   9.120144e+00     1.1842e-01   1.372199e-01   3.928474e+03
   7.592786e-04   1.118438e+00   1.197775e+00   9.130592e+00     1.2249e-01   1.343949e-01   3.248833e+03
   7.771543e-04   1.156527e+00   1.241726e+00   9.141017e+00     1.2652e-01   1.314163e-01   2.702409e+03
   7.950301e-04   1.194222e+00   1.285456e+00   9.151036e+00     1.3050e-01   1.283362e-01   2.260389e+03
   8.129058e-04   1.230805e+00   1.328115e+00   9.160577e+00     1.3436e-01   1.252280e-01   1.906678e+03
   8.307816e-04   1.258874e+00   1.361010e+00   9.162753e+00     1.3739e-01   1.230908e-01   1.676308e+03
   8.486573e-04   1.286000e+00   1.392919e+00   9.170600e+00     1.4023e-01   1.205257e-01   1.481739e+03
   8.665331e-04   1.312216e+00   1.423884e+00   9.171538e+00     1.4307e-01   1.183654e-01   1.316186e+03
   8.844088e-04   1.337555e+00   1.453930e+00   9.172360e+00     1.4582e-01   1.161605e-01   1.174398e+03
   9.022846e-04   1.362049e+00   1.483085e+00   9.172507e+00     1.4849e-01   1.139537e-01   1.052238e+03
   9.201603e-04   1.385732e+00   1.511381e+00   9.172316e+00     1.5108e-01   1.117310e-01   9.464137e+02
   9.380361e-04   1.408635e+00   1.538836e+00   9.171427e+00     1.5359e-01   1.095216e-01   8.542804e+02
   9.559118e-04   1.430788e+00   1.565489e+00   9.170520e+00     1.5602e-01   1.072919e-01   7.736943e+02
   9.737876e-04   1.452218e+00   1.591368e+00   9.170021e+00     1.5837e-01   1.050254e-01   7.029036e+02
   9.916633e-04   1.472953e+00   1.616497e+00   9.160903e+00     1.6079e-01   1.032382e-01   6.404670e+02
   1.027415e-03   1.512435e+00   1.664582e+00   9.150363e+00     1.6529e-01   9.920228e-02   5.360904e+02
   1.045291e-03   1.531230e+00   1.687595e+00   9.141052e+00     1.6751e-01   9.740064e-02   4.923215e+02
   1.063166e-03   1.549424e+00   1.709944e+00   9.131756e+00     1.6967e-01   9.559797e-02   4.531871e+02
   1.081042e-03   1.567037e+00   1.731646e+00   9.122347e+00     1.7178e-01   9.380550e-02   4.180936e+02
   1.098918e-03   1.584089e+00   1.752723e+00   9.112635e+00     1.7383e-01   9.203637e-02   3.865359e+02
   1.116794e-03   1.600600e+00   1.773192e+00   9.102625e+00     1.7584e-01   9.029314e-02   3.580826e+02
   1.134669e-03   1.616586e+00   1.793075e+00   9.092308e+00     1.7780e-01   8.857851e-02   3.323639e+02
   1.152545e-03   1.632066e+00   1.812379e+00   9.081857e+00     1.7971e-01   8.688620e-02   3.090614e+02
   1.170421e-03   1.647055e+00   1.831124e+00   9.071234e+00     1.8157e-01   8.522004e-02   2.878997e+02
   1.188297e-03   1.661571e+00   1.849338e+00   9.060517e+00     1.8339e-01   8.357799e-02   2.686404e+02
   1.206172e-03   1.675627e+00   1.867014e+00   9.050111e+00     1.8515e-01   8.194333e-02   2.510757e+02
   1.224048e-03   1.689239e+00   1.884208e+00   9.032208e+00     1.8702e-01   8.066563e-02   2.350234e+02
   1.241924e-03   1.702421e+00   1.900885e+00   9.021028e+00     1.8872e-01   7.910711e-02   2.203282e+02
   1.259800e-03   1.715185e+00   1.917068e+00   9.010157e+00     1.9036e-01   7.755993e-02   2.068488e+02
   1.277675e-03   1.727545e+00   1.932809e+00   8.991821e+00     1.9212e-01   7.635454e-02   1.944619e+02
   1.295551e-03   1.739514e+00   1.948068e+00   8.980478e+00     1.9370e-01   7.487427e-02   1.830624e+02
   1.313427e-03   1.751103e+00   1.962907e+00   8.962475e+00     1.9538e-01   7.369341e-02   1.725516e+02
   1.331303e-03   1.762323e+00   1.977288e+00   8.950621e+00     1.9689e-01   7.228287e-02   1.628478e+02
   1.349178e-03   1.773187e+00   1.991269e+00   8.932623e+00     1.9851e-01   7.114279e-02   1.538729e+02
   1.367054e-03   1.783704e+00   2.004814e+00   8.920629e+00     1.9995e-01   6.978750e-02   1.455625e+02
   1.384930e-03   1.793885e+00   2.017981e+00   8.902350e+00     2.0151e-01   6.870070e-02   1.378542e+02
   1.402806e-03   1.803740e+00   2.030733e+00   8.890385e+00     2.0289e-01   6.739444e-02   1.306970e+02
   1.420681e-03   1.813279e+00   2.043130e+00   8.871737e+00     2.0439e-01   6.636427e-02   1.240405e+02
   1.438557e-03   1.822510e+00   2.055131e+00   8.860112e+00     2.0570e-01   6.509564e-02   1.178438e+02
   1.456433e-03   1.831443e+00   2.066797e+00   8.840968e+00     2.0715e-01   6.412611e-02   1.120664e+02
   1.474309e-03   1.840087e+00   2.078125e+00   8.822568e+00     2.0857e-01   6.314897e-02   1.066740e+02
   1.492184e-03   1.848449e+00   2.089068e+00   8.810389e+00     2.0980e-01   6.197306e-02   1.016364e+02
   1.510060e-03   1.856539e+00   2.099699e+00   8.791400e+00     2.1118e-01   6.105874e-02   9.692301e+01
   1.527936e-03   1.864363e+00   2.109985e+00   8.780015e+00     2.1234e-01   5.990391e-02   9.250987e+01
