#
#
#
200 <-- Number of lines
#
#
#
1 6.082385e+25 1.000001e+02 1.632863e+16
2 7.153598e+25 1.176118e+02 2.027141e+16
3 8.413470e+25 1.383253e+02 2.516623e+16
4 9.895228e+25 1.626867e+02 3.124297e+16
5 1.163795e+26 1.913387e+02 3.878702e+16
6 1.368759e+26 2.250367e+02 4.815269e+16
7 1.609821e+26 2.646696e+02 5.977984e+16
8 1.893338e+26 3.112825e+02 7.421452e+16
9 2.226788e+26 3.661047e+02 9.213466e+16
10 2.618964e+26 4.305821e+02 1.143819e+17
11 3.080209e+26 5.064150e+02 1.420010e+17
12 3.622686e+26 5.956035e+02 1.762891e+17
13 4.260704e+26 7.004996e+02 2.188566e+17
14 5.011087e+26 8.238697e+02 2.717026e+17
15 5.893626e+26 9.689674e+02 3.373090e+17
16 6.931595e+26 1.139619e+03 4.112531e+17
17 8.152369e+26 1.340326e+03 4.953993e+17
18 9.588142e+26 1.576381e+03 6.003707e+17
19 1.127678e+27 1.854009e+03 7.323847e+17
20 1.326281e+27 2.180532e+03 8.997268e+17
21 1.559862e+27 2.564561e+03 1.113457e+18
22 1.834581e+27 3.016225e+03 1.388345e+18
23 2.157682e+27 3.547434e+03 1.744117e+18
24 2.537688e+27 4.172199e+03 2.207095e+18
25 2.984618e+27 4.906996e+03 2.812363e+18
26 3.510261e+27 5.771203e+03 3.606614e+18
27 4.128478e+27 6.787612e+03 4.651879e+18
28 4.855575e+27 7.983029e+03 6.030430e+18
29 5.710725e+27 9.388979e+03 7.851212e+18
30 6.716482e+27 1.104254e+04 1.025827e+19
31 7.899370e+27 1.298733e+04 1.344179e+19
32 9.290586e+27 1.527462e+04 1.765264e+19
33 1.092682e+28 1.796475e+04 2.322132e+19
34 1.285122e+28 2.112866e+04 3.058296e+19
35 1.511454e+28 2.484978e+04 4.030983e+19
36 1.777647e+28 2.922627e+04 5.315392e+19
37 2.090722e+28 3.437353e+04 7.010267e+19
38 2.458934e+28 4.042732e+04 9.245123e+19
39 2.891994e+28 4.754729e+04 1.218969e+20
40 3.401324e+28 5.592121e+04 1.606620e+20
41 4.000356e+28 6.576994e+04 2.116526e+20
42 4.704888e+28 7.735321e+04 2.786660e+20
43 5.533500e+28 9.097650e+04 3.666570e+20
44 6.508045e+28 1.069991e+05 4.820847e+20
45 7.654223e+28 1.258436e+05 6.333581e+20
46 9.002264e+28 1.480070e+05 8.314111e+20
47 1.058772e+29 1.740738e+05 1.090442e+21
48 1.245240e+29 2.047314e+05 1.428861e+21
49 1.464548e+29 2.407884e+05 1.870508e+21
50 1.722480e+29 2.831959e+05 2.446204e+21
51 2.025839e+29 3.330721e+05 3.195736e+21
52 2.382624e+29 3.917325e+05 4.170383e+21
53 2.802245e+29 4.607243e+05 5.436115e+21
54 3.295768e+29 5.418670e+05 7.077656e+21
55 3.876210e+29 6.373008e+05 9.203671e+21
56 4.558878e+29 7.495425e+05 1.195319e+22
57 5.361775e+29 8.815525e+05 1.550389e+22
58 6.306076e+29 1.036813e+06 2.008226e+22
59 7.416684e+29 1.219418e+06 2.597673e+22
60 8.722890e+29 1.434184e+06 3.355377e+22
61 1.025914e+30 1.686776e+06 4.327826e+22
62 1.206595e+30 1.983856e+06 5.573932e+22
63 1.419098e+30 2.333259e+06 7.169093e+22
64 1.669025e+30 2.744203e+06 9.226594e+22
65 1.962969e+30 3.227525e+06 1.253611e+23
66 2.308682e+30 3.795976e+06 1.643525e+23
67 2.715281e+30 4.464549e+06 2.101309e+23
68 3.193488e+30 5.250880e+06 2.679940e+23
69 3.755917e+30 6.175710e+06 3.412694e+23
70 4.417399e+30 7.263434e+06 4.339412e+23
71 5.195379e+30 8.542746e+06 5.509836e+23
72 6.110374e+30 1.004739e+07 6.986139e+23
73 7.186517e+30 1.181707e+07 8.845915e+23
74 8.452186e+30 1.389845e+07 1.118602e+24
75 9.940762e+30 1.634645e+07 1.412722e+24
76 1.169150e+31 1.922566e+07 1.782000e+24
77 1.375058e+31 2.261202e+07 2.245184e+24
78 1.617229e+31 2.659488e+07 2.825616e+24
79 1.902051e+31 3.127932e+07 3.552346e+24
80 2.237035e+31 3.678893e+07 4.461515e+24
81 2.631015e+31 4.326907e+07 5.598074e+24
82 3.094383e+31 5.089073e+07 7.017907e+24
83 3.639357e+31 5.985501e+07 8.790513e+24
84 4.280310e+31 7.039844e+07 1.100270e+25
85 5.034147e+31 8.279923e+07 1.376436e+25
86 5.920747e+31 9.738461e+07 1.709749e+25
87 6.963492e+31 1.145393e+08 1.870654e+25
88 8.189883e+31 1.347157e+08 2.331093e+25
89 9.632263e+31 1.584466e+08 2.910342e+25
90 1.132867e+32 1.863581e+08 3.628992e+25
91 1.332384e+32 2.191869e+08 4.523493e+25
92 1.567040e+32 2.577994e+08 5.640821e+25
93 1.843023e+32 3.032147e+08 7.031612e+25
94 2.167611e+32 3.566315e+08 8.762113e+25
95 2.549365e+32 4.194596e+08 1.091490e+26
96 2.998352e+32 4.933576e+08 1.359256e+26
97 3.526414e+32 5.802761e+08 1.692253e+26
98 4.147476e+32 6.825098e+08 2.106318e+26
99 4.877918e+32 8.027576e+08 2.621128e+26
100 5.737004e+32 9.441945e+08 3.261144e+26
101 6.747389e+32 1.110555e+09 4.056769e+26
102 7.935721e+32 1.306231e+09 5.045811e+26
103 9.333338e+32 1.536392e+09 6.275306e+26
104 1.097710e+33 1.807114e+09 7.806203e+26
105 1.291036e+33 2.125549e+09 9.710095e+26
106 1.518409e+33 2.500107e+09 1.207645e+27
107 1.785827e+33 2.940684e+09 1.502180e+27
108 2.100342e+33 3.458917e+09 1.868881e+27
109 2.470249e+33 4.068502e+09 2.325192e+27
110 2.905302e+33 4.785544e+09 2.892296e+27
111 3.416976e+33 5.628993e+09 3.597222e+27
112 4.018764e+33 6.621143e+09 4.471935e+27
113 4.726538e+33 7.788219e+09 5.557910e+27
114 5.558963e+33 9.161074e+09 6.901746e+27
115 6.537992e+33 1.077600e+10 8.428219e+27
116 7.689445e+33 1.267567e+10 1.038927e+28
117 9.043689e+33 1.491030e+10 1.230929e+28
118 1.063644e+34 1.753895e+10 1.535095e+28
119 1.250970e+34 2.063122e+10 1.902375e+28
120 1.471287e+34 2.426889e+10 2.356757e+28
121 1.730406e+34 2.854821e+10 2.919329e+28
122 2.035161e+34 3.358242e+10 3.614856e+28
123 2.393588e+34 3.950474e+10 4.463919e+28
124 2.815140e+34 4.647185e+10 5.400245e+28
125 3.310934e+34 5.466826e+10 6.829327e+28
126 3.894047e+34 6.431079e+10 7.971486e+28
127 4.579856e+34 7.565453e+10 9.974803e+28
128 5.386448e+34 8.900050e+10 1.249274e+29
129 6.335094e+34 1.047016e+11 1.461295e+29
130 7.450813e+34 1.231734e+11 1.830301e+29
131 8.763030e+34 1.449064e+11 2.273779e+29
132 1.030635e+35 1.704764e+11 2.795385e+29
133 1.212148e+35 2.005605e+11 3.367069e+29
134 1.425628e+35 2.359548e+11 3.998987e+29
135 1.676705e+35 2.775967e+11 4.814532e+29
136 1.972002e+35 3.265897e+11 5.746390e+29
137 2.319306e+35 3.842304e+11 6.776822e+29
138 2.727775e+35 4.520423e+11 7.708723e+29
139 3.208184e+35 5.318134e+11 8.386387e+29
140 3.773200e+35 6.256469e+11 9.040096e+29
141 4.437726e+35 7.360201e+11 9.822512e+29
142 5.219286e+35 8.658489e+11 1.077911e+30
143 6.138492e+35 1.018564e+12 1.196391e+30
144 7.219587e+35 1.198200e+12 1.344258e+30
145 8.491080e+35 1.409506e+12 1.529835e+30
146 9.986506e+35 1.658068e+12 1.763439e+30
147 1.174530e+36 1.950457e+12 2.058169e+30
148 1.381385e+36 2.294406e+12 2.430505e+30
149 1.624671e+36 2.699012e+12 2.901123e+30
150 1.910804e+36 3.174980e+12 3.495814e+30
151 2.247329e+36 3.734905e+12 4.247558e+30
152 2.643122e+36 4.393609e+12 5.196074e+30
153 3.108622e+36 5.168530e+12 6.390455e+30
154 3.656104e+36 6.080192e+12 7.895920e+30
155 4.300007e+36 7.152744e+12 9.787153e+30
156 5.057312e+36 8.414606e+12 1.215576e+31
157 5.947992e+36 9.899223e+12 1.511518e+31
158 6.995536e+36 1.164595e+13 1.880309e+31
159 8.227570e+36 1.370112e+13 2.338787e+31
160 9.676587e+36 1.611925e+13 2.908454e+31
161 1.138080e+37 1.896449e+13 3.614593e+31
162 1.338516e+37 2.231236e+13 4.487705e+31
163 1.574251e+37 2.625176e+13 5.565826e+31
164 1.851504e+37 3.088731e+13 6.897066e+31
165 2.177586e+37 3.634216e+13 8.543754e+31
166 2.561096e+37 4.276131e+13 1.058925e+32
167 3.012150e+37 5.031547e+13 1.314903e+32
168 3.542641e+37 5.920570e+13 1.638564e+32
169 4.166561e+37 6.966874e+13 2.042480e+32
170 4.900365e+37 8.198196e+13 2.379286e+32
171 5.763403e+37 9.647294e+13 3.015568e+32
172 6.778438e+37 1.135319e+14 4.035848e+32
173 7.972238e+37 1.336204e+14 5.653929e+32
174 9.376287e+37 1.572871e+14 8.250286e+32
175 1.102761e+38 1.851872e+14 1.248267e+33
176 1.296977e+38 2.181076e+14 1.944543e+33
177 1.525396e+38 2.570021e+14 3.095070e+33
178 1.794045e+38 3.030374e+14 4.995808e+33
179 2.110007e+38 3.576601e+14 8.124930e+33
180 2.481616e+38 4.226905e+14 1.325266e+34
181 2.918671e+38 5.004613e+14 2.161359e+34
182 3.432700e+38 5.940224e+14 3.517865e+34
183 4.037257e+38 7.074492e+14 5.708353e+34
