#
#
#
200
#
#
#
   1 6.0306889e+23 1.0000028e+00 1.0000000e+00
   2 7.1986235e+23 1.1936687e+00 1.0620673e+15
   3 8.5927463e+23 1.4248411e+00 1.3448136e+15
   4 1.0256862e+24 1.7007836e+00 1.7028333e+15
   5 1.2243260e+24 2.0301666e+00 2.1561659e+15
   6 1.4614353e+24 2.4233397e+00 2.7301859e+15
   7 1.7444644e+24 2.8926569e+00 3.4570230e+15
   8 2.0823065e+24 3.4528648e+00 4.3773605e+15
   9 2.4855768e+24 4.1215656e+00 5.5427126e+15
  10 2.9669465e+24 4.9197707e+00 7.0183076e+15
  11 3.5415408e+24 5.8725608e+00 8.8867394e+15
  12 4.2274140e+24 7.0098737e+00 1.1252590e+16
  13 5.0461170e+24 8.3674450e+00 1.4248283e+16
  14 6.0233743e+24 9.9879313e+00 1.8041497e+16
  15 7.1898923e+24 1.1922250e+01 2.2844551e+16
  16 8.5823242e+24 1.4231181e+01 2.8926285e+16
  17 1.0244422e+25 1.6987273e+01 3.6627114e+16
  18 1.2228410e+25 2.0277125e+01 4.6378078e+16
  19 1.4596627e+25 2.4204110e+01 5.8724969e+16
  20 1.7423486e+25 2.8891618e+01 7.4358879e+16
  21 2.0797809e+25 3.4486937e+01 9.4154890e+16
  22 2.4825621e+25 4.1165879e+01 1.1922104e+17
  23 2.9633479e+25 4.9138306e+01 1.5096038e+17
  24 3.5372453e+25 5.8654723e+01 1.9114943e+17
  25 4.2222866e+25 7.0014148e+01 2.4203772e+17
  26 5.0399966e+25 8.3573511e+01 3.0647362e+17
  27 6.0160686e+25 9.9758866e+01 3.8806381e+17
  28 7.1811717e+25 1.1907878e+02 4.9137515e+17
  29 8.5719147e+25 1.4214032e+02 6.2219029e+17
  30 1.0231996e+26 1.6966810e+02 7.8174089e+17
  31 1.2213578e+26 2.0252709e+02 9.3228669e+17
  32 1.4578923e+26 2.4174976e+02 1.1117950e+18
  33 1.7402353e+26 2.8856854e+02 1.3258372e+18
  34 2.0772583e+26 3.4445454e+02 1.5810603e+18
  35 2.4795510e+26 4.1116377e+02 1.8853962e+18
  36 2.9597537e+26 4.9079232e+02 2.2483149e+18
  37 3.5329550e+26 5.8584225e+02 2.6811277e+18
  38 4.2171654e+26 6.9930014e+02 3.1973532e+18
  39 5.0338836e+26 8.3473100e+02 3.8131626e+18
  40 6.0087717e+26 9.9639024e+02 4.5479173e+18
  41 7.1724617e+26 1.1893574e+03 5.4248227e+18
  42 8.5615179e+26 1.4196959e+03 6.4717394e+18
  43 1.0219586e+27 1.6946431e+03 7.7221655e+18
  44 1.2198764e+27 2.0228383e+03 9.2164580e+18
  45 1.4561240e+27 2.4145938e+03 1.1003365e+19
  46 1.7381246e+27 2.8822192e+03 1.3141928e+19
  47 2.0747388e+27 3.4404079e+03 1.5703897e+19
  48 2.4765435e+27 4.1066989e+03 1.8776786e+19
  49 2.9561638e+27 4.9020280e+03 2.2467817e+19
  50 3.5286699e+27 5.8513856e+03 2.6909001e+19
  51 4.2120504e+27 6.9846017e+03 3.2263728e+19
  52 5.0277780e+27 8.3372837e+03 3.8735465e+19
  53 6.0014837e+27 9.9519346e+03 4.6579208e+19
  54 7.1637622e+27 1.1879289e+04 5.6116687e+19
  55 8.5511336e+27 1.4179907e+04 6.7756728e+19
  56 1.0207191e+28 1.6926078e+04 8.2022553e+19
  57 1.2183968e+28 2.0204090e+04 9.9588498e+19
  58 1.4543579e+28 2.4116943e+04 1.2132976e+20
  59 1.7360164e+28 2.8787584e+04 1.4838935e+20
  60 2.0722224e+28 3.4362773e+04 1.8226892e+20
  61 2.4735397e+28 4.1017690e+04 2.2495094e+20
  62 2.9525783e+28 4.8961443e+04 2.7906454e+20
  63 3.5243900e+28 5.8443638e+04 3.4810661e+20
  64 4.2069417e+28 6.9762221e+04 4.3673987e+20
  65 5.0216798e+28 8.3272842e+04 5.5119003e+20
  66 5.9942045e+28 9.9400027e+04 6.9977139e+20
  67 7.1550733e+28 1.1865052e+05 8.9357727e+20
  68 8.5407620e+28 1.4162922e+05 1.1474102e+21
  69 1.0194810e+29 1.6905815e+05 1.4809783e+21
  70 1.2169190e+29 2.0179920e+05 1.9204630e+21
  71 1.4525939e+29 2.4088115e+05 2.5005860e+21
  72 1.7339108e+29 2.8753207e+05 3.2672284e+21
  73 2.0697090e+29 3.4321783e+05 4.2809771e+21
  74 2.4705396e+29 4.0968823e+05 5.6215639e+21
  75 2.9489971e+29 4.8903198e+05 7.3937294e+21
  76 3.5201152e+29 5.8374228e+05 9.7348415e+21
  77 4.2018391e+29 6.9679526e+05 1.2824562e+22
  78 5.0155891e+29 8.3174343e+05 1.6897475e+22
  79 5.9869341e+29 9.9282737e+05 2.2259162e+22
  80 7.1463949e+29 1.1851090e+06 2.9307040e+22
  81 8.5304029e+29 1.4146306e+06 3.8556778e+22
  82 1.0182445e+30 1.6886049e+06 5.0675971e+22
  83 1.2154430e+30 2.0156414e+06 6.6527632e+22
  84 1.4508321e+30 2.4060174e+06 8.7225160e+22
  85 1.7318077e+30 2.8720008e+06 1.1420185e+23
  86 2.0671986e+30 3.4282355e+06 1.4930135e+23
  87 2.4675431e+30 4.0922022e+06 1.9488834e+23
  88 2.9454203e+30 4.8847674e+06 2.5399394e+23
  89 3.5158457e+30 5.8308393e+06 3.3049788e+23
  90 4.1967427e+30 6.9601513e+06 4.2936059e+23
  91 5.0095057e+30 8.3081958e+06 5.5692383e+23
  92 5.9796726e+30 9.9173410e+06 7.2126656e+23
  93 7.1377271e+30 1.1838162e+07 9.3200768e+23
  94 8.5200564e+30 1.4131030e+07 1.2039473e+24
  95 1.0170095e+31 1.6868015e+07 1.5653316e+24
  96 1.2139688e+31 2.0135156e+07 2.1294306e+24
  97 1.4490723e+31 2.4035155e+07 2.7225056e+24
  98 1.7297072e+31 2.8690593e+07 3.4958917e+24
  99 2.0646913e+31 3.4247818e+07 4.4881346e+24
 100 2.4645502e+31 4.0881524e+07 5.7501149e+24
 101 2.9418478e+31 4.8800233e+07 7.1014965e+24
 102 3.5115813e+31 5.8252828e+07 8.5831335e+24
 103 4.1916524e+31 6.9536471e+07 1.1004970e+25
 104 5.0034297e+31 8.3005950e+07 1.4055212e+25
 105 5.9724199e+31 9.9084740e+07 1.7927306e+25
 106 7.1290697e+31 1.1827838e+08 2.2884382e+25
 107 8.5097225e+31 1.4119030e+08 2.8510066e+25
 108 1.0157760e+32 1.6854086e+08 3.5983575e+25
 109 1.2124964e+32 2.0119010e+08 4.5614660e+25
 110 1.4473148e+32 2.4016468e+08 5.7485554e+25
 111 1.7276093e+32 2.8669020e+08 7.2906902e+25
 112 2.0621871e+32 3.4223011e+08 9.5526524e+25
 113 2.4615609e+32 4.0853197e+08 1.2757758e+26
 114 2.9382796e+32 4.8768079e+08 1.5498058e+26
 115 3.5073222e+32 5.8216666e+08 2.1204811e+26
 116 4.1865684e+32 6.9496155e+08 2.4586009e+26
 117 4.9973610e+32 8.2960976e+08 2.9607234e+26
 118 5.9651759e+32 9.9034831e+08 3.7595151e+26
 119 7.1204229e+32 1.1822355e+09 4.7455257e+26
 120 8.4994010e+32 1.4113085e+09 5.9889825e+26
 121 1.0145439e+33 1.6847750e+09 7.5520194e+26
 122 1.2110258e+33 2.0112405e+09 9.5347235e+26
 123 1.4455593e+33 2.4009795e+09 1.2093612e+27
 124 1.7255139e+33 2.8662602e+09 1.5397144e+27
